file_name,file_size,product_no,status,letter,environment,image_w,image_h,product_no_len
CJ8IQL1NE5L3Q_h_b.jpg,5386.0,CJ8IQL1NE5L3Q,Horizontal,Blur,Clear,571.0,92.0,13.0
QVWN253A3ZL0C_h_b.jpg,5306.0,QVWN253A3ZL0C,Horizontal,Blur,Clear,650.0,92.0,13.0
GG34RTXBO28TL_h_b.jpg,7376.0,GG34RTXBO28TL,Horizontal,Blur,Clear,660.0,92.0,13.0
934C25E18CT0U_h_b.jpg,7136.0,934C25E18CT0U,Horizontal,Blur,Clear,666.0,92.0,13.0
M4ID6LVVZCZ91_h_b.jpg,3599.0,M4ID6LVVZCZ91,Horizontal,Blur,Clear,290.0,92.0,13.0
6NRC#RFLP8EFA_h_b.jpg,6726.0,6NRC#RFLP8EFA,Horizontal,Blur,Clear,622.0,92.0,13.0
UXT BBOOHWVMA_h_b.jpg,8685.0,UXT BBOOHWVMA,Horizontal,Blur,Clear,739.0,92.0,13.0
B6Y0AT ZXFLXC_h_b.jpg,8180.0,B6Y0AT ZXFLXC,Horizontal,Blur,Clear,646.0,92.0,13.0
W WYORDNA6OXO_h_b.jpg,9121.0,W WYORDNA6OXO,Horizontal,Blur,Clear,813.0,92.0,13.0
MHYWOIIT 53J8_h_b.jpg,7286.0,MHYWOIIT 53J8,Horizontal,Blur,Clear,639.0,92.0,13.0
UHHFBQX2BCUWG_h_b.jpg,6733.0,UHHFBQX2BCUWG,Horizontal,Blur,Clear,798.0,92.0,13.0
RKRO4IIBJSVMO_h_b.jpg,8221.0,RKRO4IIBJSVMO,Horizontal,Blur,Clear,733.0,92.0,13.0
 PUEFKEU20C37_h_b.jpg,5951.0, PUEFKEU20C37,Horizontal,Blur,Clear,641.0,92.0,13.0
Q231CJFBVZ8JV_h_b.jpg,4611.0,Q231CJFBVZ8JV,Horizontal,Blur,Clear,476.0,92.0,13.0
6IH3#ET G2K14_h_b.jpg,6247.0,6IH3#ET G2K14,Horizontal,Blur,Clear,593.0,92.0,13.0
PY48YOUUB8X81_h_b.jpg,7589.0,PY48YOUUB8X81,Horizontal,Blur,Clear,711.0,92.0,13.0
LN1ZKM8W3F71XU_h_b.jpg,7963.0,LN1ZKM8W3F71XU,Horizontal,Blur,Clear,725.0,92.0,14.0
E3D7DMT81HFN-4_h_b.jpg,7845.0,E3D7DMT81HFN-4,Horizontal,Blur,Clear,682.0,92.0,14.0
- B-Z1R9GHV3T5_h_b.jpg,7834.0,- B-Z1R9GHV3T5,Horizontal,Blur,Clear,667.0,92.0,14.0
7LRDXMDWR5LTTT_h_b.jpg,6559.0,7LRDXMDWR5LTTT,Horizontal,Blur,Clear,696.0,92.0,14.0
2UN178B4BQFKE7_h_b.jpg,5388.0,2UN178B4BQFKE7,Horizontal,Blur,Clear,634.0,92.0,14.0
T7CTYCVP6R#P5K_h_b.jpg,8237.0,T7CTYCVP6R#P5K,Horizontal,Blur,Clear,824.0,92.0,14.0
AI5XF2YCCKW52Z_h_b.jpg,10096.0,AI5XF2YCCKW52Z,Horizontal,Blur,Clear,835.0,92.0,14.0
ND17CNUHR6CX93_h_b.jpg,8292.0,ND17CNUHR6CX93,Horizontal,Blur,Clear,697.0,92.0,14.0
MMAI Z N4DS5GJ_h_b.jpg,6755.0,MMAI Z N4DS5GJ,Horizontal,Blur,Clear,614.0,92.0,14.0
M9M2TT9GLWOOT-_h_b.jpg,8122.0,M9M2TT9GLWOOT-,Horizontal,Blur,Clear,708.0,92.0,14.0
ENW4ODW6-#I5K3_h_b.jpg,6320.0,ENW4ODW6-#I5K3,Horizontal,Blur,Clear,797.0,92.0,14.0
ZDKVHAQ33P9IM6_h_b.jpg,3522.0,ZDKVHAQ33P9IM6,Horizontal,Blur,Clear,628.0,92.0,14.0
BN9YX51F735LWE_h_b.jpg,7519.0,BN9YX51F735LWE,Horizontal,Blur,Clear,723.0,92.0,14.0
TS9KGVB89 6ITV_h_b.jpg,4155.0,TS9KGVB89 6ITV,Horizontal,Blur,Clear,607.0,92.0,14.0
LR8UV58BW7VGO3_h_b.jpg,8694.0,LR8UV58BW7VGO3,Horizontal,Blur,Clear,731.0,92.0,14.0
8QHYUX1EQ5I9SL_h_b.jpg,8207.0,8QHYUX1EQ5I9SL,Horizontal,Blur,Clear,864.0,92.0,14.0
1ILZJJHG80FQHS_h_b.jpg,2569.0,1ILZJJHG80FQHS,Horizontal,Blur,Clear,278.0,92.0,14.0
03VZXP4V2O9-SM_h_b.jpg,7359.0,03VZXP4V2O9-SM,Horizontal,Blur,Clear,581.0,92.0,14.0
OC1HXW4LDA5XEI_h_b.jpg,8310.0,OC1HXW4LDA5XEI,Horizontal,Blur,Clear,694.0,92.0,14.0
5NHMU#C #AE8PY_h_b.jpg,4126.0,5NHMU#C #AE8PY,Horizontal,Blur,Clear,693.0,92.0,14.0
 5TKX_lr_c.jpg,6057.0, 5TKX,Left_Rot,Clear,Clear,212.0,92.0,5.0
LH4W0_lr_c.jpg,5708.0,LH4W0,Left_Rot,Clear,Clear,206.0,92.0,5.0
57C9I_lr_c.jpg,5009.0,57C9I,Left_Rot,Clear,Clear,161.0,92.0,5.0
LFFFT_lr_c.jpg,5701.0,LFFFT,Left_Rot,Clear,Clear,240.0,92.0,5.0
YZCH5_lr_c.jpg,6837.0,YZCH5,Left_Rot,Clear,Clear,258.0,92.0,5.0
D-76Z_lr_c.jpg,6065.0,D-76Z,Left_Rot,Clear,Clear,212.0,92.0,5.0
GKDOB_lr_c.jpg,8919.0,GKDOB,Left_Rot,Clear,Clear,336.0,92.0,5.0
349MP_lr_c.jpg,6511.0,349MP,Left_Rot,Clear,Clear,253.0,92.0,5.0
VJNL7_lr_c.jpg,6076.0,VJNL7,Left_Rot,Clear,Clear,241.0,92.0,5.0
PA3PK_lr_c.jpg,8068.0,PA3PK,Left_Rot,Clear,Clear,268.0,92.0,5.0
P1 PP_lr_c.jpg,6475.0,P1 PP,Left_Rot,Clear,Clear,243.0,92.0,5.0
GV26-_lr_c.jpg,7516.0,GV26-,Left_Rot,Clear,Clear,267.0,92.0,5.0
SSBQC_lr_c.jpg,8841.0,SSBQC,Left_Rot,Clear,Clear,295.0,92.0,5.0
PM#QA_lr_c.jpg,7760.0,PM#QA,Left_Rot,Clear,Clear,310.0,92.0,5.0
VFXU9_lr_c.jpg,6694.0,VFXU9,Left_Rot,Clear,Clear,256.0,92.0,5.0
ALKYQ_lr_c.jpg,6590.0,ALKYQ,Left_Rot,Clear,Clear,230.0,92.0,5.0
VU35C_lr_c.jpg,9745.0,VU35C,Left_Rot,Clear,Clear,355.0,92.0,5.0
C-Y#3_lr_c.jpg,7283.0,C-Y#3,Left_Rot,Clear,Clear,279.0,92.0,5.0
41R0-_lr_c.jpg,7525.0,41R0-,Left_Rot,Clear,Clear,273.0,92.0,5.0
WP0NR_lr_c.jpg,7832.0,WP0NR,Left_Rot,Clear,Clear,269.0,92.0,5.0
#BLJ7Y_lr_c.jpg,6654.0,#BLJ7Y,Left_Rot,Clear,Clear,246.0,92.0,6.0
7-97#E_lr_c.jpg,7782.0,7-97#E,Left_Rot,Clear,Clear,279.0,92.0,6.0
A#4AEA_lr_c.jpg,8861.0,A#4AEA,Left_Rot,Clear,Clear,312.0,92.0,6.0
XKC0IM_lr_c.jpg,10195.0,XKC0IM,Left_Rot,Clear,Clear,390.0,92.0,6.0
NG0TOF_lr_c.jpg,7522.0,NG0TOF,Left_Rot,Clear,Clear,302.0,92.0,6.0
R9-5TE_lr_c.jpg,7892.0,R9-5TE,Left_Rot,Clear,Clear,305.0,92.0,6.0
P4XLXK_lr_c.jpg,7658.0,P4XLXK,Left_Rot,Clear,Clear,274.0,92.0,6.0
LT67TE_lr_c.jpg,6613.0,LT67TE,Left_Rot,Clear,Clear,251.0,92.0,6.0
OIRX5-_lr_c.jpg,9188.0,OIRX5-,Left_Rot,Clear,Clear,308.0,92.0,6.0
ORQ72P_lr_c.jpg,9661.0,ORQ72P,Left_Rot,Clear,Clear,386.0,92.0,6.0
6XIDXV_lr_c.jpg,10627.0,6XIDXV,Left_Rot,Clear,Clear,378.0,92.0,6.0
T3#0W5_lr_c.jpg,10126.0,T3#0W5,Left_Rot,Clear,Clear,337.0,92.0,6.0
8JZ8KZ_lr_c.jpg,10137.0,8JZ8KZ,Left_Rot,Clear,Clear,355.0,92.0,6.0
8D9BQK_lr_c.jpg,8053.0,8D9BQK,Left_Rot,Clear,Clear,297.0,92.0,6.0
Z2ZCRA_lr_c.jpg,8849.0,Z2ZCRA,Left_Rot,Clear,Clear,355.0,92.0,6.0
ZQ9TCI_lr_c.jpg,5954.0,ZQ9TCI,Left_Rot,Clear,Clear,229.0,92.0,6.0
JD58DL_lr_c.jpg,6532.0,JD58DL,Left_Rot,Clear,Clear,232.0,92.0,6.0
SFFF67_lr_c.jpg,7540.0,SFFF67,Left_Rot,Clear,Clear,293.0,92.0,6.0
ZKKV13_lr_c.jpg,7433.0,ZKKV13,Left_Rot,Clear,Clear,284.0,92.0,6.0
FZ32J1_lr_c.jpg,7426.0,FZ32J1,Left_Rot,Clear,Clear,274.0,92.0,6.0
9C6L #F_lr_c.jpg,8084.0,9C6L #F,Left_Rot,Clear,Clear,303.0,92.0,7.0
H40IT9E_lr_c.jpg,7994.0,H40IT9E,Left_Rot,Clear,Clear,319.0,92.0,7.0
CRMJN3K_lr_c.jpg,10310.0,CRMJN3K,Left_Rot,Clear,Clear,372.0,92.0,7.0
4OTE0XN_lr_c.jpg,9700.0,4OTE0XN,Left_Rot,Clear,Clear,380.0,92.0,7.0
WU MUYU_lr_c.jpg,11150.0,WU MUYU,Left_Rot,Clear,Clear,456.0,92.0,7.0
#CYW93F_lr_c.jpg,10673.0,#CYW93F,Left_Rot,Clear,Clear,378.0,92.0,7.0
6K9VGS5_lr_c.jpg,9725.0,6K9VGS5,Left_Rot,Clear,Clear,339.0,92.0,7.0
KD7DTRM_lr_c.jpg,10143.0,KD7DTRM,Left_Rot,Clear,Clear,381.0,92.0,7.0
R2W#08M_lr_c.jpg,12198.0,R2W#08M,Left_Rot,Clear,Clear,386.0,92.0,7.0
3M1PJHC_lr_c.jpg,8238.0,3M1PJHC,Left_Rot,Clear,Clear,291.0,92.0,7.0
#J-1 VN_lr_c.jpg,5977.0,#J-1 VN,Left_Rot,Clear,Clear,243.0,92.0,7.0
--8S T2_lr_c.jpg,6644.0,--8S T2,Left_Rot,Clear,Clear,245.0,92.0,7.0
17-ZOCX_lr_c.jpg,8688.0,17-ZOCX,Left_Rot,Clear,Clear,325.0,92.0,7.0
I04PNX#_lr_c.jpg,9733.0,I04PNX#,Left_Rot,Clear,Clear,337.0,92.0,7.0
A7O#V5K_lr_c.jpg,11040.0,A7O#V5K,Left_Rot,Clear,Clear,386.0,92.0,7.0
LWQER#S_lr_c.jpg,8070.0,LWQER#S,Left_Rot,Clear,Clear,287.0,92.0,7.0
6ORZZMO_lr_c.jpg,10942.0,6ORZZMO,Left_Rot,Clear,Clear,406.0,92.0,7.0
Z52MJY8_lr_c.jpg,9147.0,Z52MJY8,Left_Rot,Clear,Clear,352.0,92.0,7.0
TG4TMFA_lr_c.jpg,10291.0,TG4TMFA,Left_Rot,Clear,Clear,418.0,92.0,7.0
FLZ9M6J_lr_c.jpg,9732.0,FLZ9M6J,Left_Rot,Clear,Clear,364.0,92.0,7.0
UJ1EJRTT_lr_c.jpg,11714.0,UJ1EJRTT,Left_Rot,Clear,Clear,423.0,92.0,8.0
B5PVYPAH_lr_c.jpg,10676.0,B5PVYPAH,Left_Rot,Clear,Clear,399.0,92.0,8.0
GUPM98QD_lr_c.jpg,9762.0,GUPM98QD,Left_Rot,Clear,Clear,424.0,92.0,8.0
NUTL134D_lr_c.jpg,9234.0,NUTL134D,Left_Rot,Clear,Clear,407.0,92.0,8.0
MWVH2B-N_lr_c.jpg,11994.0,MWVH2B-N,Left_Rot,Clear,Clear,504.0,92.0,8.0
ZCNCXVSR_lr_c.jpg,12457.0,ZCNCXVSR,Left_Rot,Clear,Clear,475.0,92.0,8.0
-0GJD6Q9_lr_c.jpg,9599.0,-0GJD6Q9,Left_Rot,Clear,Clear,340.0,92.0,8.0
8ADXRANT_lr_c.jpg,12019.0,8ADXRANT,Left_Rot,Clear,Clear,465.0,92.0,8.0
 DRSHGEO_lr_c.jpg,5625.0, DRSHGEO,Left_Rot,Clear,Clear,179.0,92.0,8.0
0G23##-K_lr_c.jpg,9858.0,0G23##-K,Left_Rot,Clear,Clear,361.0,92.0,8.0
5BWHSO0X_lr_c.jpg,13164.0,5BWHSO0X,Left_Rot,Clear,Clear,456.0,92.0,8.0
TACZ1GP1_lr_c.jpg,9937.0,TACZ1GP1,Left_Rot,Clear,Clear,428.0,92.0,8.0
WTW##S##_lr_c.jpg,13999.0,WTW##S##,Left_Rot,Clear,Clear,535.0,92.0,8.0
UMNEET1M_lr_c.jpg,11820.0,UMNEET1M,Left_Rot,Clear,Clear,461.0,92.0,8.0
QVVX7SGY_lr_c.jpg,10894.0,QVVX7SGY,Left_Rot,Clear,Clear,423.0,92.0,8.0
ROL2ZK W_lr_c.jpg,14798.0,ROL2ZK W,Left_Rot,Clear,Clear,505.0,92.0,8.0
OAWSPOXH_lr_c.jpg,14028.0,OAWSPOXH,Left_Rot,Clear,Clear,497.0,92.0,8.0
-O#3PL5-_lr_c.jpg,7500.0,-O#3PL5-,Left_Rot,Clear,Clear,278.0,92.0,8.0
#Z8#TI8 _lr_c.jpg,10622.0,#Z8#TI8 ,Left_Rot,Clear,Clear,374.0,92.0,8.0
 E76 HCC_lr_c.jpg,9546.0, E76 HCC,Left_Rot,Clear,Clear,362.0,92.0,8.0
LVEM9OJVS_lr_c.jpg,13703.0,LVEM9OJVS,Left_Rot,Clear,Clear,490.0,92.0,9.0
570Z6F-W _lr_c.jpg,10279.0,570Z6F-W ,Left_Rot,Clear,Clear,405.0,92.0,9.0
EQDDLHE8N_lr_c.jpg,11863.0,EQDDLHE8N,Left_Rot,Clear,Clear,450.0,92.0,9.0
FAR6KMTX4_lr_c.jpg,11933.0,FAR6KMTX4,Left_Rot,Clear,Clear,446.0,92.0,9.0
TAXKGL#RR_lr_c.jpg,12562.0,TAXKGL#RR,Left_Rot,Clear,Clear,451.0,92.0,9.0
15SNR0EU6_lr_c.jpg,12723.0,15SNR0EU6,Left_Rot,Clear,Clear,512.0,92.0,9.0
R3 FFCBGZ_lr_c.jpg,13040.0,R3 FFCBGZ,Left_Rot,Clear,Clear,513.0,92.0,9.0
S HT63 8N_lr_c.jpg,10076.0,S HT63 8N,Left_Rot,Clear,Clear,381.0,92.0,9.0
FG-CGJPG0_lr_c.jpg,10276.0,FG-CGJPG0,Left_Rot,Clear,Clear,409.0,92.0,9.0
MB-D7W5GG_lr_c.jpg,11942.0,MB-D7W5GG,Left_Rot,Clear,Clear,470.0,92.0,9.0
K4YP-FJZ7_lr_c.jpg,12049.0,K4YP-FJZ7,Left_Rot,Clear,Clear,476.0,92.0,9.0
9KEHVZ N#_lr_c.jpg,10597.0,9KEHVZ N#,Left_Rot,Clear,Clear,450.0,92.0,9.0
X7-BW 349_lr_c.jpg,12297.0,X7-BW 349,Left_Rot,Clear,Clear,434.0,92.0,9.0
PP B-Q0U4_lr_c.jpg,8614.0,PP B-Q0U4,Left_Rot,Clear,Clear,347.0,92.0,9.0
WFXJB1Y5E_lr_c.jpg,11935.0,WFXJB1Y5E,Left_Rot,Clear,Clear,471.0,92.0,9.0
N 301RYA6_lr_c.jpg,16130.0,N 301RYA6,Left_Rot,Clear,Clear,564.0,92.0,9.0
AE5NOAK-#_lr_c.jpg,7348.0,AE5NOAK-#,Left_Rot,Clear,Clear,238.0,92.0,9.0
9329G#W2Y_lr_c.jpg,11679.0,9329G#W2Y,Left_Rot,Clear,Clear,386.0,92.0,9.0
L3KN4W4Z6_lr_c.jpg,12146.0,L3KN4W4Z6,Left_Rot,Clear,Clear,452.0,92.0,9.0
FU410A7##_lr_c.jpg,10639.0,FU410A7##,Left_Rot,Clear,Clear,443.0,92.0,9.0
4O0Y#DIB S_lr_c.jpg,11988.0,4O0Y#DIB S,Left_Rot,Clear,Clear,449.0,92.0,10.0
Q-3KW6PUEO_lr_c.jpg,10847.0,Q-3KW6PUEO,Left_Rot,Clear,Clear,373.0,92.0,10.0
C109RNCENN_lr_c.jpg,12389.0,C109RNCENN,Left_Rot,Clear,Clear,426.0,92.0,10.0
O4-ACNCLPE_lr_c.jpg,13052.0,O4-ACNCLPE,Left_Rot,Clear,Clear,514.0,92.0,10.0
GIY#9Y2SOH_lr_c.jpg,12885.0,GIY#9Y2SOH,Left_Rot,Clear,Clear,492.0,92.0,10.0
THFX35GTVV_lr_c.jpg,13040.0,THFX35GTVV,Left_Rot,Clear,Clear,496.0,92.0,10.0
0 WO34W6GZ_lr_c.jpg,16375.0,0 WO34W6GZ,Left_Rot,Clear,Clear,631.0,92.0,10.0
JK7I83YCFI_lr_c.jpg,11154.0,JK7I83YCFI,Left_Rot,Clear,Clear,439.0,92.0,10.0
 9TE#XFU5F_lr_c.jpg,11672.0, 9TE#XFU5F,Left_Rot,Clear,Clear,441.0,92.0,10.0
MSW6AMF7E5_lr_c.jpg,15715.0,MSW6AMF7E5,Left_Rot,Clear,Clear,584.0,92.0,10.0
P 7HDPH-22_lr_c.jpg,11718.0,P 7HDPH-22,Left_Rot,Clear,Clear,473.0,92.0,10.0
V3ECXQXRYA_lr_c.jpg,14738.0,V3ECXQXRYA,Left_Rot,Clear,Clear,532.0,92.0,10.0
L077-IFBI7_lr_c.jpg,10280.0,L077-IFBI7,Left_Rot,Clear,Clear,396.0,92.0,10.0
 2F56NF4VZ_lr_c.jpg,10745.0, 2F56NF4VZ,Left_Rot,Clear,Clear,442.0,92.0,10.0
31ZKUAH26Q_lr_c.jpg,11052.0,31ZKUAH26Q,Left_Rot,Clear,Clear,439.0,92.0,10.0
#OSP51HAQS_lr_c.jpg,12337.0,#OSP51HAQS,Left_Rot,Clear,Clear,441.0,92.0,10.0
7537CGDP5 _lr_c.jpg,17450.0,7537CGDP5 ,Left_Rot,Clear,Clear,646.0,92.0,10.0
KW VXEMBS6_lr_c.jpg,17390.0,KW VXEMBS6,Left_Rot,Clear,Clear,629.0,92.0,10.0
SUBCR7LBW6_lr_c.jpg,17001.0,SUBCR7LBW6,Left_Rot,Clear,Clear,687.0,92.0,10.0
OC#EX3EH50_lr_c.jpg,12633.0,OC#EX3EH50,Left_Rot,Clear,Clear,473.0,92.0,10.0
GKT48YNTO7V_lr_c.jpg,11793.0,GKT48YNTO7V,Left_Rot,Clear,Clear,464.0,92.0,11.0
21O E3J44M6_lr_c.jpg,14718.0,21O E3J44M6,Left_Rot,Clear,Clear,538.0,92.0,11.0
W1ML#LXXR-2_lr_c.jpg,17166.0,W1ML#LXXR-2,Left_Rot,Clear,Clear,631.0,92.0,11.0
 3F8N4SJPCY_lr_c.jpg,16566.0, 3F8N4SJPCY,Left_Rot,Clear,Clear,682.0,92.0,11.0
# 0W3 6LMKQ_lr_c.jpg,11913.0,# 0W3 6LMKQ,Left_Rot,Clear,Clear,455.0,92.0,11.0
WS560V#C0SU_lr_c.jpg,17542.0,WS560V#C0SU,Left_Rot,Clear,Clear,731.0,92.0,11.0
Z6C#QWWKF6M_lr_c.jpg,14141.0,Z6C#QWWKF6M,Left_Rot,Clear,Clear,512.0,92.0,11.0
GCZHL-BY P8_lr_c.jpg,11589.0,GCZHL-BY P8,Left_Rot,Clear,Clear,445.0,92.0,11.0
E#PC-HDSZFM_lr_c.jpg,21507.0,E#PC-HDSZFM,Left_Rot,Clear,Clear,706.0,92.0,11.0
9QT-FPH08I#_lr_c.jpg,14011.0,9QT-FPH08I#,Left_Rot,Clear,Clear,590.0,92.0,11.0
H7ME3EVRX5 _lr_c.jpg,15147.0,H7ME3EVRX5 ,Left_Rot,Clear,Clear,652.0,92.0,11.0
0U211JQC D2_lr_c.jpg,13027.0,0U211JQC D2,Left_Rot,Clear,Clear,484.0,92.0,11.0
E9 -Y DZ QX_lr_c.jpg,12545.0,E9 -Y DZ QX,Left_Rot,Clear,Clear,470.0,92.0,11.0
5#91ODGR2F8_lr_c.jpg,12043.0,5#91ODGR2F8,Left_Rot,Clear,Clear,500.0,92.0,11.0
IJBWAUT#K5X_lr_c.jpg,16578.0,IJBWAUT#K5X,Left_Rot,Clear,Clear,626.0,92.0,11.0
NC FCPZ0VYS_lr_c.jpg,12228.0,NC FCPZ0VYS,Left_Rot,Clear,Clear,475.0,92.0,11.0
EF8GLXSR1W9_lr_c.jpg,12736.0,EF8GLXSR1W9,Left_Rot,Clear,Clear,507.0,92.0,11.0
T2BDM-8D11N_lr_c.jpg,16677.0,T2BDM-8D11N,Left_Rot,Clear,Clear,595.0,92.0,11.0
MHUH I 046Q_lr_c.jpg,11758.0,MHUH I 046Q,Left_Rot,Clear,Clear,436.0,92.0,11.0
CU2QM-JQZ W_lr_c.jpg,11754.0,CU2QM-JQZ W,Left_Rot,Clear,Clear,476.0,92.0,11.0
OQ122Z896U#9_lr_c.jpg,13819.0,OQ122Z896U#9,Left_Rot,Clear,Clear,529.0,92.0,12.0
WFFAH90B268-_lr_c.jpg,15829.0,WFFAH90B268-,Left_Rot,Clear,Clear,594.0,92.0,12.0
49K FN1RC#Y-_lr_c.jpg,14601.0,49K FN1RC#Y-,Left_Rot,Clear,Clear,570.0,92.0,12.0
15IJ9ML0SFUX_lr_c.jpg,15033.0,15IJ9ML0SFUX,Left_Rot,Clear,Clear,578.0,92.0,12.0
#SSLQZ3#GA92_lr_c.jpg,17984.0,#SSLQZ3#GA92,Left_Rot,Clear,Clear,666.0,92.0,12.0
0WEZ#341LL4Z_lr_c.jpg,14735.0,0WEZ#341LL4Z,Left_Rot,Clear,Clear,607.0,92.0,12.0
CLNLR6FJQIQ2_lr_c.jpg,17212.0,CLNLR6FJQIQ2,Left_Rot,Clear,Clear,629.0,92.0,12.0
1JJH#PO3Z#KG_lr_c.jpg,15418.0,1JJH#PO3Z#KG,Left_Rot,Clear,Clear,587.0,92.0,12.0
3J N600PAO-R_lr_c.jpg,16428.0,3J N600PAO-R,Left_Rot,Clear,Clear,589.0,92.0,12.0
C70OKWHQHU4D_lr_c.jpg,15132.0,C70OKWHQHU4D,Left_Rot,Clear,Clear,549.0,92.0,12.0
A26FTTKT-9OS_lr_c.jpg,12279.0,A26FTTKT-9OS,Left_Rot,Clear,Clear,454.0,92.0,12.0
4ZEFEVYDXTSA_lr_c.jpg,13905.0,4ZEFEVYDXTSA,Left_Rot,Clear,Clear,546.0,92.0,12.0
K27X6UQX47FC_lr_c.jpg,14557.0,K27X6UQX47FC,Left_Rot,Clear,Clear,528.0,92.0,12.0
ND9U-RF#E863_lr_c.jpg,16225.0,ND9U-RF#E863,Left_Rot,Clear,Clear,565.0,92.0,12.0
EJ9BIM#BHA12_lr_c.jpg,15329.0,EJ9BIM#BHA12,Left_Rot,Clear,Clear,592.0,92.0,12.0
ZU1JE7UGEC84_lr_c.jpg,13105.0,ZU1JE7UGEC84,Left_Rot,Clear,Clear,485.0,92.0,12.0
BNHEZ-LOPKTE_lr_c.jpg,14186.0,BNHEZ-LOPKTE,Left_Rot,Clear,Clear,608.0,92.0,12.0
AQ#OEK1RAQR0_lr_c.jpg,15069.0,AQ#OEK1RAQR0,Left_Rot,Clear,Clear,579.0,92.0,12.0
IIX#I9BP#OP#_lr_c.jpg,16767.0,IIX#I9BP#OP#,Left_Rot,Clear,Clear,675.0,92.0,12.0
2-6QDWT#QXX0_lr_c.jpg,17039.0,2-6QDWT#QXX0,Left_Rot,Clear,Clear,630.0,92.0,12.0
BZ#BSVK5DF 6 _lr_c.jpg,17613.0,BZ#BSVK5DF 6 ,Left_Rot,Clear,Clear,671.0,92.0,13.0
S7V 1Z9G3UF#E_lr_c.jpg,14908.0,S7V 1Z9G3UF#E,Left_Rot,Clear,Clear,599.0,92.0,13.0
#GQW0S9QNDUR0_lr_c.jpg,19007.0,#GQW0S9QNDUR0,Left_Rot,Clear,Clear,690.0,92.0,13.0
09DL0S0RO0DTH_lr_c.jpg,16089.0,09DL0S0RO0DTH,Left_Rot,Clear,Clear,644.0,92.0,13.0
#F0JK99G D3SS_lr_c.jpg,15245.0,#F0JK99G D3SS,Left_Rot,Clear,Clear,573.0,92.0,13.0
D25-#1QFTTSP1_lr_c.jpg,14710.0,D25-#1QFTTSP1,Left_Rot,Clear,Clear,559.0,92.0,13.0
B9TXTTZJLQYZ8_lr_c.jpg,14525.0,B9TXTTZJLQYZ8,Left_Rot,Clear,Clear,562.0,92.0,13.0
B7IC-B7L2EBKZ_lr_c.jpg,15750.0,B7IC-B7L2EBKZ,Left_Rot,Clear,Clear,617.0,92.0,13.0
IC-8OGI4WEQID_lr_c.jpg,8165.0,IC-8OGI4WEQID,Left_Rot,Clear,Clear,283.0,92.0,13.0
LP8## QZYG3WH_lr_c.jpg,15492.0,LP8## QZYG3WH,Left_Rot,Clear,Clear,565.0,92.0,13.0
O7HMGOSX2  O _lr_c.jpg,16624.0,O7HMGOSX2  O ,Left_Rot,Clear,Clear,629.0,92.0,13.0
FBBKDKVEVOD5V_lr_c.jpg,17413.0,FBBKDKVEVOD5V,Left_Rot,Clear,Clear,725.0,92.0,13.0
1J6LDG#TUF#XH_lr_c.jpg,18457.0,1J6LDG#TUF#XH,Left_Rot,Clear,Clear,715.0,92.0,13.0
JQ5JDTJJV--FL_lr_c.jpg,12692.0,JQ5JDTJJV--FL,Left_Rot,Clear,Clear,507.0,92.0,13.0
CVQG022K8Z5UT_lr_c.jpg,16484.0,CVQG022K8Z5UT,Left_Rot,Clear,Clear,630.0,92.0,13.0
JN#W-UVFEBEO2_lr_c.jpg,20208.0,JN#W-UVFEBEO2,Left_Rot,Clear,Clear,774.0,92.0,13.0
V9GS-SXX3APKS_lr_c.jpg,17769.0,V9GS-SXX3APKS,Left_Rot,Clear,Clear,658.0,92.0,13.0
XVVVYW8PSGPDY_lr_c.jpg,14528.0,XVVVYW8PSGPDY,Left_Rot,Clear,Clear,584.0,92.0,13.0
O-NF #UXRPBCU_lr_c.jpg,16652.0,O-NF #UXRPBCU,Left_Rot,Clear,Clear,654.0,92.0,13.0
INZ80-674IL5T_lr_c.jpg,15527.0,INZ80-674IL5T,Left_Rot,Clear,Clear,579.0,92.0,13.0
V0E VPMZA-P#4E_lr_c.jpg,19810.0,V0E VPMZA-P#4E,Left_Rot,Clear,Clear,732.0,92.0,14.0
V-Q7GMYA5OU99G_lr_c.jpg,16720.0,V-Q7GMYA5OU99G,Left_Rot,Clear,Clear,621.0,92.0,14.0
JP84G43R0TLAV5_lr_c.jpg,16974.0,JP84G43R0TLAV5,Left_Rot,Clear,Clear,702.0,92.0,14.0
FXWJ1XRBFDP6F5_lr_c.jpg,16517.0,FXWJ1XRBFDP6F5,Left_Rot,Clear,Clear,672.0,92.0,14.0
1DVT6RU0VR5Z3#_lr_c.jpg,18255.0,1DVT6RU0VR5Z3#,Left_Rot,Clear,Clear,703.0,92.0,14.0
IXD5SI0S4GC# #_lr_c.jpg,20592.0,IXD5SI0S4GC# #,Left_Rot,Clear,Clear,778.0,92.0,14.0
0SH VF6 C22FFW_lr_c.jpg,22356.0,0SH VF6 C22FFW,Left_Rot,Clear,Clear,827.0,92.0,14.0
0-N-YZLVX8NFAJ_lr_c.jpg,15909.0,0-N-YZLVX8NFAJ,Left_Rot,Clear,Clear,667.0,92.0,14.0
NJ4RM2HD73LS3S_lr_c.jpg,17965.0,NJ4RM2HD73LS3S,Left_Rot,Clear,Clear,661.0,92.0,14.0
CLXF-1WVYZLYZH_lr_c.jpg,17295.0,CLXF-1WVYZLYZH,Left_Rot,Clear,Clear,681.0,92.0,14.0
